Département,Code du Canton,Libellé du Canton,Inscrits,Abstentions,Votants,Blancs,Nuls,Exprimés,Binôme,Nuance,Voix,Duel
53,17,Villaines-la-Juhel,12187,7752,4435,148,99,4188,M. Christian POINCHEVAL,BC-SOC,455,
53,16,Saint-Berthevin,12897,8259,4638,126,62,4450,M. Olivier RICHEFOU,BC-DVD,2682,
53,16,Saint-Berthevin,12897,8259,4638,126,62,4450,M. Jean-Yves CORMIER,BC-DVG,1367,
53,16,Saint-Berthevin,12897,8259,4638,126,62,4450,M. Kévin DAVY,BC-RN,401,
53,15,Meslay-du-Maine,15030,10255,4775,198,91,4486,Mme Julie DUCOIN,BC-DVD,2345,
53,15,Meslay-du-Maine,15030,10255,4775,198,91,4486,Mme Céline BELLANGER,BC-DVG,1325,
53,15,Meslay-du-Maine,15030,10255,4775,198,91,4486,M. Jean-Michel CADENAS,BC-RN,816,
53,14,Mayenne,13807,9254,4553,104,101,4348,M. Gérard BRODIN,BC-DVD,1890,
53,14,Mayenne,13807,9254,4553,104,101,4348,Mme Stéphanie LEFOULON,BC-DVG,1885,
53,14,Mayenne,13807,9254,4553,104,101,4348,Mme Marine CADENAS,BC-RN,573,
53,13,Loiron-Ruillé,12622,8797,3825,117,83,3625,Mme Nicole BOUILLON,BC-DVD,1527,
53,13,Loiron-Ruillé,12622,8797,3825,117,83,3625,Mme Gabrielle GUÉRIN,BC-DIV,1244,
53,13,Loiron-Ruillé,12622,8797,3825,117,83,3625,M. Christophe FRICOT,BC-RN,521,
53,13,Loiron-Ruillé,12622,8797,3825,117,83,3625,Mme Marion DETAIS,BC-UG,333,
53,12,Laval-3,7195,4916,2279,49,31,2199,M. Bruno BERTIER,BC-UG,1152,
53,12,Laval-3,7195,4916,2279,49,31,2199,Mme Gwendoline GALOU,BC-DVC,785,
53,12,Laval-3,7195,4916,2279,49,31,2199,Mme Christiane BALCON,BC-RN,262,
53,12,Laval-3,7195,4916,2279,49,31,2199,Mme Christelle HUNAULT,BC-FI,0,
53,11,Laval-2,10571,6783,3788,85,71,3632,Mme Marie-Laure LE MEE CLAVREUL,BC-DVG,1712,
53,11,Laval-2,10571,6783,3788,85,71,3632,M. Pierrick GUESNE,BC-DVD,1212,
53,11,Laval-2,10571,6783,3788,85,71,3632,M. Vincent D'AGOSTINO,BC-DVC,387,
53,11,Laval-2,10571,6783,3788,85,71,3632,M. Christophe BROSSEAU,BC-RN,321,
53,10,Laval-1,12610,8263,4347,113,81,4153,M. Antoine CAPLAN,BC-UGE,2159,
53,10,Laval-1,12610,8263,4347,113,81,4153,Mme Chantal GRANDIERE,BC-DVC,1566,
53,10,Laval-1,12610,8263,4347,113,81,4153,Mme Maud CORDON,BC-RN,428,
53,09,Lassay-les-Châteaux,13264,8981,4283,180,105,3998,Mme Magali D'ARGENTRÉ,BC-DVD,1693,
53,09,Lassay-les-Châteaux,13264,8981,4283,180,105,3998,M. Guillaume CARRÉ,BC-DIV,966,
53,09,Lassay-les-Châteaux,13264,8981,4283,180,105,3998,M. Frédéric BORDELET,BC-DVC,862,
53,09,Lassay-les-Châteaux,13264,8981,4283,180,105,3998,Mme Catherine CADENAS,BC-RN,477,
53,08,L'Huisserie,12267,8134,4133,189,76,3868,M. Christian BRIAND,BC-DVG,1872,
53,08,L'Huisserie,12267,8134,4133,189,76,3868,Mme Nathalie ACKER,BC-DVC,1570,
53,08,L'Huisserie,12267,8134,4133,189,76,3868,M. Bryan BENOIST,BC-RN,426,
53,07,Gorron,13940,9521,4419,195,127,4097,M. Jean-Marc ALLAIN,BC-DVC,2158,
53,07,Gorron,13940,9521,4419,195,127,4097,M. Franck BARASCUD,BC-DVD,1424,
53,07,Gorron,13940,9521,4419,195,127,4097,M. Bruno DESMARECAUX,BC-RN,515,
53,06,Evron,16282,11341,4941,200,132,4609,M. Joël BALANDRAUD,BC-DVC,3041,
53,06,Evron,16282,11341,4941,200,132,4609,Mme Marie-Aude AMIEL,BC-RN,790,
53,06,Evron,16282,11341,4941,200,132,4609,Mme Mireille PERRIER,BC-FI,778,
53,05,Ernée,14905,10286,4619,140,119,4360,Mme Jacqueline ARCANGER,BC-DVD,2705,
53,05,Ernée,14905,10286,4619,140,119,4360,M. Jérôme CHARDRON,BC-ECO,1119,
53,05,Ernée,14905,10286,4619,140,119,4360,Mme Annie BELL,BC-RN,536,
53,04,Cossé-le-Vivien,15708,11029,4679,206,116,4357,Mme Elisabeth DOINEAU,BC-UCD,3650,
53,04,Cossé-le-Vivien,15708,11029,4679,206,116,4357,Mme Solange LAGNEAU,BC-RN,707,
53,03,Château-Gontier-sur-Mayenne-2,15354,11149,4205,124,94,3987,Mme Aurélie MAHIER,BC-DVC,2383,
53,03,Château-Gontier-sur-Mayenne-2,15354,11149,4205,124,94,3987,Mme Laurence BRAULT,BC-DVG,1165,
53,03,Château-Gontier-sur-Mayenne-2,15354,11149,4205,124,94,3987,M. Jean-Claude CARPENET,BC-RN,439,
53,02,Bonchamp-lès-Laval,12390,8189,4201,100,59,4042,M. Gwénaël POISSON,BC-DVC,2129,
53,02,Bonchamp-lès-Laval,12390,8189,4201,100,59,4042,M. Julien BROCAIL,BC-DIV,1276,
53,02,Bonchamp-lès-Laval,12390,8189,4201,100,59,4042,M. Pierre JACLARD,BC-RN,459,
53,02,Bonchamp-lès-Laval,12390,8189,4201,100,59,4042,Mme Isabelle LEMÉE,BC-DVC,178,
53,01,Château-Gontier-sur-Mayenne-1,12199,8653,3546,352,119,3075,Mme Dominique DE VALICOURT,BC-DVC,2544,
53,01,Château-Gontier-sur-Mayenne-1,12199,8653,3546,352,119,3075,M. Jessy CHARDON,BC-RN,531,
54,23,Villerupt,16445,12681,3764,136,53,3575,Mme Annie SILVESTRI,BC-UGE,1867,
54,23,Villerupt,16445,12681,3764,136,53,3575,Mme Marie CRUNCHANT,BC-RN,872,
54,23,Villerupt,16445,12681,3764,136,53,3575,Mme Judicaële BODET,BC-UCD,836,
54,22,Vandoeuvre-lès-Nancy,15343,11410,3933,67,44,3822,Mme Sylvie CRUNCHANT-DUVAL,BC-UGE,2289,
54,22,Vandoeuvre-lès-Nancy,15343,11410,3933,67,44,3822,M. Marc SAINT DENIS,BC-UCD,897,
54,22,Vandoeuvre-lès-Nancy,15343,11410,3933,67,44,3822,Mme Aline CLAUVELIN,BC-RN,636,
54,21,Val de Lorraine Sud,17946,13347,4599,159,66,4374,Mme Marie-José AMAH,BC-UGE,1889,
54,21,Val de Lorraine Sud,17946,13347,4599,159,66,4374,M. Olivier MAILLOT,BC-RN,1458,
54,21,Val de Lorraine Sud,17946,13347,4599,159,66,4374,Mme Martine OBJOIS,BC-UCD,1027,
54,19,Saint-Max,25923,18110,7813,144,106,7563,Mme Nadine CADET,BC-UGE,3270,
54,19,Saint-Max,25923,18110,7813,144,106,7563,M. Eric PENSALFINI,BC-UCD,3164,
54,19,Saint-Max,25923,18110,7813,144,106,7563,M. Jérôme COLIN,BC-RN,1129,
54,20,Toul,20890,14718,6172,115,97,5960,M. Emilien MARTIN-TRIFFANDIER,BC-UGE,2713,
54,20,Toul,20890,14718,6172,115,97,5960,M. Anthony BOULOGNE,BC-RN,1725,
54,20,Toul,20890,14718,6172,115,97,5960,M. Tony CHENOT,BC-UCD,978,
54,20,Toul,20890,14718,6172,115,97,5960,Mme Catherine CHOPIN,BC-DVD,544,
54,18,Pont-à-Mousson,24649,17610,7039,172,129,6738,Mme Jennifer BARREAU,BC-UGE,2737,
54,18,Pont-à-Mousson,24649,17610,7039,172,129,6738,Mme Marlène CURINA PRILLIEUX,BC-UCD,2192,
54,18,Pont-à-Mousson,24649,17610,7039,172,129,6738,M. Eric BOURG,BC-RN,1809,
54,17,Pays de Briey,26451,20289,6162,331,143,5688,M. André CORZANI,BC-UGE,3624,
54,17,Pays de Briey,26451,20289,6162,331,143,5688,M. Remy HALFTERMEYER,BC-RN,2064,
54,16,Le Nord-Toulois,20546,13698,6848,238,73,6537,Mme Corinne LALANCE,BC-UCD,2400,
54,16,Le Nord-Toulois,20546,13698,6848,238,73,6537,M. Denis FOURRIERE,BC-UGE,2127,
54,16,Le Nord-Toulois,20546,13698,6848,238,73,6537,Mme Marie-Christine SPITZ,BC-RN,2010,
54,15,Neuves-Maisons,19378,13312,6066,151,80,5835,Mme Audrey BARDOT NORMAND,BC-UGE,2871,
54,15,Neuves-Maisons,19378,13312,6066,151,80,5835,M. Anthony BELLORINI,BC-RN,1553,
54,15,Neuves-Maisons,19378,13312,6066,151,80,5835,Mme Isabelle GUICHETEAU,BC-UCD,1411,
54,14,Nancy-3,16759,11507,5252,134,51,5067,M. Lionel ADAM,BC-UGE,2367,
54,14,Nancy-3,16759,11507,5252,134,51,5067,M. Jean-François GABRIEL,BC-UCD,938,
54,14,Nancy-3,16759,11507,5252,134,51,5067,Mme Amina DAHOUN,BC-REM,905,
54,14,Nancy-3,16759,11507,5252,134,51,5067,Mme Patricia MELET,BC-RN,857,
54,12,Nancy-1,18308,11531,6777,154,89,6534,Mme Marie AL KATTANI,BC-UGE,2836,
54,12,Nancy-1,18308,11531,6777,154,89,6534,M. Matthieu DAP,BC-UCD,2419,
54,12,Nancy-1,18308,11531,6777,154,89,6534,M. Grégoire EURY,BC-RN,914,
54,12,Nancy-1,18308,11531,6777,154,89,6534,M. Joe LABAT,BC-DVG,365,
54,13,Nancy-2,16097,11007,5090,146,63,4881,Mme Chaynesse KHIROUNI,BC-UGE,2821,
54,13,Nancy-2,16097,11007,5090,146,63,4881,Mme Carina-Anne HADRIE,BC-UCD,1436,
54,13,Nancy-2,16097,11007,5090,146,63,4881,M. Fabrice CHAUVIERE,BC-RN,624,
54,10,Meine au Saintois,21027,13143,7884,307,152,7425,M. Denis KIEFFER,BC-UGE,3088,
54,10,Meine au Saintois,21027,13143,7884,307,152,7425,Mme Cinthya HENON,BC-UCD,2295,
54,10,Meine au Saintois,21027,13143,7884,307,152,7425,Mme Marie-Catherine MERCIER,BC-RN,2042,
54,11,Mont-Saint-Martin,19346,14650,4696,180,82,4434,M. Serge DE CARLI,BC-UGE,2085,
54,11,Mont-Saint-Martin,19346,14650,4696,180,82,4434,M. Eric GILLARDIN,BC-UCD,1209,
54,11,Mont-Saint-Martin,19346,14650,4696,180,82,4434,Mme Angélique LEMOINE,BC-RN,1140,
54,09,Lunéville-2,26032,17304,8728,134,136,8458,M. Thibault BAZIN,BC-UCD,3880,
54,09,Lunéville-2,26032,17304,8728,134,136,8458,Mme Evelyne MATHIS,BC-UGE,2479,
54,09,Lunéville-2,26032,17304,8728,134,136,8458,M. Philippe GILLES,BC-RN,1870,
54,09,Lunéville-2,26032,17304,8728,134,136,8458,M. Sylvain BARLIER,BC-DIV,229,
54,08,Lunéville-1,23653,16757,6896,171,121,6604,Mme Alexandra HUGO-CAMBOU,BC-UCD,2572,
54,08,Lunéville-1,23653,16757,6896,171,121,6604,Mme Marie-Neige HOUCHARD,BC-UGE,1977,
54,08,Lunéville-1,23653,16757,6896,171,121,6604,M. Mael MANAI,BC-RN,1844,
54,08,Lunéville-1,23653,16757,6896,171,121,6604,Mme Clémentine DASSO,BC-DIV,211,
54,07,Longwy,19333,15549,3784,119,60,3605,Mme Sylvie BALON,BC-UGE,1464,
54,07,Longwy,19333,15549,3784,119,60,3605,M. Gérard DIDELOT,BC-UCD,1196,
54,07,Longwy,19333,15549,3784,119,60,3605,M. Aurélien GERONDI,BC-RN,945,
54,06,Laxou,18218,11282,6936,128,67,6741,M. Pierre BAUMANN,BC-UGE,2977,
54,06,Laxou,18218,11282,6936,128,67,6741,Mme Nathalie ENGEL,BC-UCD,2869,
54,06,Laxou,18218,11282,6936,128,67,6741,M. François BERTRAND,BC-RN,895,
54,03,Grand Couronné,25391,17424,7967,245,114,7608,M. Jean-Pierre DESSEIN,BC-UCD,2968,
54,03,Grand Couronné,25391,17424,7967,245,114,7608,Mme Marie-Christine BASTIEN,BC-UGE,2646,
54,03,Grand Couronné,25391,17424,7967,245,114,7608,Mme Nathalie FLEURET,BC-RN,1994,
01,23,Vonnas,17136,11671,5465,87,50,5328,M. Christophe GREFFET,BC-UG,3046,
01,23,Vonnas,17136,11671,5465,87,50,5328,Mme Karine PARET,BC-UCD,1252,
01,23,Vonnas,17136,11671,5465,87,50,5328,Mme Dominique SILLAUME,BC-RN,1030,
54,05,Jarville-la-Malgrange,25700,17520,8180,175,86,7919,M. Luc BINSINGER,BC-UCD,3540,
54,05,Jarville-la-Malgrange,25700,17520,8180,175,86,7919,M. Philippe KOWALSKI,BC-UGE,2366,
54,05,Jarville-la-Malgrange,25700,17520,8180,175,86,7919,Mme Lylou AUBERTIN,BC-RN,1652,
54,05,Jarville-la-Malgrange,25700,17520,8180,175,86,7919,Mme Orianne BARBAUX,BC-EXG,361,
54,04,Jarny,26952,20637,6315,314,102,5899,Mme Caroline FIAT,BC-UGE,2889,
54,04,Jarny,26952,20637,6315,314,102,5899,Mme Anne FRICQUEGNON,BC-RN,1843,
54,04,Jarny,26952,20637,6315,314,102,5899,Mme Emelie BLAISON,BC-UCD,1167,
54,02,Entre Seille et Meurthe,21881,15141,6740,210,84,6446,Mme Catherine BOURSIER,BC-UGE,2863,
54,02,Entre Seille et Meurthe,21881,15141,6740,210,84,6446,Mme Cécile CHARTON,BC-RN,1820,
54,02,Entre Seille et Meurthe,21881,15141,6740,210,84,6446,M. Sébastien BISTON,BC-UCD,1763,
54,01,Baccarat,20837,13612,7225,266,177,6782,M. Michel MARCHAL,BC-UCD,3246,
54,01,Baccarat,20837,13612,7225,266,177,6782,M. Lucien LEJAL,BC-RN,2339,
54,01,Baccarat,20837,13612,7225,266,177,6782,M. Valentin BUZELIN,BC-UGE,1197,
01,22,Villars-les-Dombes,24623,16876,7747,288,69,7390,Mme Alexandrine BUTILLON,BC-UCD,2323,
01,22,Villars-les-Dombes,24623,16876,7747,288,69,7390,Mme Clarisse CATHAUD,BC-RN,1928,
01,22,Villars-les-Dombes,24623,16876,7747,288,69,7390,Mme Isabelle DUBOIS,BC-UD,1711,
01,22,Villars-les-Dombes,24623,16876,7747,288,69,7390,Mme Corine FONTAN-DUBOURG,BC-DVG,1428,
01,21,Trévoux,23572,16360,7212,110,50,7052,Mme Nathalie BARDE,BC-UCD,2502,
01,21,Trévoux,23572,16360,7212,110,50,7052,M. Patrick CHARRONDIERE,BC-UGE,1770,
01,21,Trévoux,23572,16360,7212,110,50,7052,M. Olivier EYRAUD,BC-RN,1491,
01,21,Trévoux,23572,16360,7212,110,50,7052,Mme Myriam CACHAT,BC-UC,1289,
01,18,Saint-Etienne-du-Bois,16767,10369,6398,129,66,6203,M. Alain CHAPUIS,BC-DVD,2866,
01,18,Saint-Etienne-du-Bois,16767,10369,6398,129,66,6203,M. Benjamin RAQUIN,BC-DVG,2319,
01,18,Saint-Etienne-du-Bois,16767,10369,6398,129,66,6203,Mme Karine DUFOUR,BC-RN,1018,
01,17,Replonges,22407,15511,6896,319,131,6446,M. Guy BILLOUDET,BC-UD,3861,
01,17,Replonges,22407,15511,6896,319,131,6446,Mme Czeslawa BLASZCZYK,BC-RN,1586,
01,17,Replonges,22407,15511,6896,319,131,6446,Mme Cathy CHATELET-ROBIN,BC-COM,999,
01,20,Thoiry,15170,10842,4328,112,60,4156,Mme Muriel BENIER,BC-UCD,2387,
01,20,Thoiry,15170,10842,4328,112,60,4156,Mme Valérie LOUBET,BC-UGE,1240,
01,20,Thoiry,15170,10842,4328,112,60,4156,Mme Michelle BESSEAU,BC-RN,529,
01,16,Pont-d'Ain,15570,9920,5650,479,140,5031,M. Damien ABAD,BC-UCD,3974,
01,16,Pont-d'Ain,15570,9920,5650,479,140,5031,Mme Céline BLANC,BC-RN,1057,
01,19,Saint-Genis-Pouilly,14354,10780,3574,138,83,3353,Mme Aurélie CHARILLON,BC-UCD,1970,
01,19,Saint-Genis-Pouilly,14354,10780,3574,138,83,3353,M. Philippe GUINOT,BC-UGE,1383,
01,15,Oyonnax,13866,10680,3186,209,121,2856,Mme Carmen FLORE,BC-UCD,2193,
01,15,Oyonnax,13866,10680,3186,209,121,2856,Mme Sonia CHEVAUCHET,BC-UG,663,
01,14,Nantua,13223,8778,4445,249,94,4102,M. Jean DEGUERRY,BC-UCD,3254,
01,14,Nantua,13223,8778,4445,249,94,4102,M. Frédéric FRANCK,BC-UXD,848,
01,13,Miribel,20622,14239,6383,147,103,6133,M. Jean-Pierre GAITET,BC-UCD,2177,
01,13,Miribel,20622,14239,6383,147,103,6133,M. Xavier DELOCHE,BC-DIV,2064,
01,13,Miribel,20622,14239,6383,147,103,6133,M. Didier GIRARD,BC-RN,1198,
01,13,Miribel,20622,14239,6383,147,103,6133,M. Grégory GARIBIAN,BC-UCD,694,
01,11,Lagnieu,24579,16571,8008,320,105,7583,M. Charles DE LA VERPILLIÈRE,BC-UD,4711,
01,11,Lagnieu,24579,16571,8008,320,105,7583,Mme Isabel DURANTE,BC-RN,1625,
01,11,Lagnieu,24579,16571,8008,320,105,7583,Mme Myriam BOUCEBHA,BC-UCG,1247,
01,10,Plateau d'Hauteville,15228,9781,5447,152,69,5226,M. Philippe EMIN,BC-UCD,2783,
01,10,Plateau d'Hauteville,15228,9781,5447,152,69,5226,M. Michel LEJEUNE,BC-UGE,1382,
01,10,Plateau d'Hauteville,15228,9781,5447,152,69,5226,M. Roger AVY,BC-RN,908,
01,10,Plateau d'Hauteville,15228,9781,5447,152,69,5226,M. Grégory FABRIS,BC-DSV,153,
01,12,Meximieux,22121,15180,6941,118,63,6760,M. Romain DAUBIÉ,BC-LR,2881,
01,12,Meximieux,22121,15180,6941,118,63,6760,Mme Émilie GRIMAND,BC-RN,1361,
01,12,Meximieux,22121,15180,6941,118,63,6760,Mme Fatna BOUZIDI,BC-UGE,1239,
01,12,Meximieux,22121,15180,6941,118,63,6760,Mme Béatrice BAGHDASSARIAN,BC-DVC,885,
01,12,Meximieux,22121,15180,6941,118,63,6760,M. Albert BELTHIER,BC-UG,394,
01,09,Gex,17957,13297,4660,68,44,4548,Mme Véronique BAUDE,BC-UCD,2459,
01,09,Gex,17957,13297,4660,68,44,4548,M. François BAILLON,BC-UGE,1559,
01,09,Gex,17957,13297,4660,68,44,4548,M. Florian LAPALUS,BC-UXD,530,
01,07,Ceyzériat,19221,12579,6642,133,92,6417,M. Jean-Yves FLOCHON,BC-UD,3037,
01,07,Ceyzériat,19221,12579,6642,133,92,6417,Mme Sonia DEBIAS SAÏD,BC-DVG,1973,
01,07,Ceyzériat,19221,12579,6642,133,92,6417,M. Jérôme BUISSON,BC-RN,1407,
01,08,Châtillon-sur-Chalaronne,21995,15345,6650,175,71,6404,Mme Patricia CHMARA,BC-UCD,2803,
01,08,Châtillon-sur-Chalaronne,21995,15345,6650,175,71,6404,M. Olivier FROMONT,BC-DIV,1871,
01,08,Châtillon-sur-Chalaronne,21995,15345,6650,175,71,6404,Mme Blanche CHAUSSAT,BC-RN,1730,
01,06,Bourg-en-Bresse-2,17630,11766,5864,109,59,5696,M. Patrick BOUVARD,BC-UGE,2541,
01,06,Bourg-en-Bresse-2,17630,11766,5864,109,59,5696,Mme Hélène CÉDILEAU,BC-UCD,2323,
01,06,Bourg-en-Bresse-2,17630,11766,5864,109,59,5696,Mme Chantal PALLARD,BC-RN,832,
01,05,Bourg-en-Bresse-1,20006,14151,5855,114,62,5679,Mme Hélène BERTRAND-MARÉCHAL,BC-UCD,2530,
01,05,Bourg-en-Bresse-1,20006,14151,5855,114,62,5679,Mme Françoise COURTINE,BC-SOC,2295,
01,05,Bourg-en-Bresse-1,20006,14151,5855,114,62,5679,Mme Maryse PÉDENON,BC-UXD,854,
01,04,Belley,18058,11688,6370,189,75,6106,Mme Aurélie BOREL,BC-UD,3058,
01,04,Belley,18058,11688,6370,189,75,6106,Mme Pascale GUILLON,BC-UGE,1917,
01,04,Belley,18058,11688,6370,189,75,6106,Mme Géraldine CENDRE,BC-UXD,1131,
01,03,Valserhône,12708,9082,3626,50,27,3549,M. Guy LARMANJAT,BC-DVG,2467,
01,03,Valserhône,12708,9082,3626,50,27,3549,Mme Marie-Noëlle ANCIAN,BC-LR,541,
01,03,Valserhône,12708,9082,3626,50,27,3549,M. François BRISSON,BC-RN,541,
01,02,Attignat,18167,12364,5803,123,66,5614,Mme Clotilde FOURNIER,BC-UCD,2961,
01,02,Attignat,18167,12364,5803,123,66,5614,Mme Nadine BOZONNET,BC-UGE,1596,
01,02,Attignat,18167,12364,5803,123,66,5614,Mme Marie-Françoise RICARD,BC-RN,1057,
01,01,Ambérieu-en-Bugey,19521,13028,6493,185,97,6211,M. Joël BRUNET,BC-DVD,1983,
01,01,Ambérieu-en-Bugey,19521,13028,6493,185,97,6211,M. Fabrice PEREYRON,BC-UG,1552,
01,01,Ambérieu-en-Bugey,19521,13028,6493,185,97,6211,M. Christophe FORTIN,BC-UCD,1348,
01,01,Ambérieu-en-Bugey,19521,13028,6493,185,97,6211,M. Anthony GAUDILLIERE,BC-RN,1328,
974,425,Le Tampon-2,32205,19960,12245,690,769,10786,Mme Augustine ROMANO,BC-DVC,5567,
974,425,Le Tampon-2,32205,19960,12245,690,769,10786,Mme Nathalie BASSIRE,BC-DVD,2463,
974,425,Le Tampon-2,32205,19960,12245,690,769,10786,Mme Annecie BOYER,BC-DIV,1807,
974,425,Le Tampon-2,32205,19960,12245,690,769,10786,Mme Juliana BAZIN,BC-DVG,949,
974,424,Le Tampon-1,32183,19619,12564,1090,1214,10260,M. Dominique GONTHIER,BC-DVC,5298,
974,424,Le Tampon-1,32183,19619,12564,1090,1214,10260,Mme Monique BENARD,BC-DVD,3465,
974,424,Le Tampon-1,32183,19619,12564,1090,1214,10260,Mme Samira BENHAMIDA,BC-UG,1497,
974,423,Sainte-Marie,26254,16352,9902,387,352,9163,M. Rémy LAGOURGUE,BC-DVD,3977,
974,423,Sainte-Marie,26254,16352,9902,387,352,9163,Mme Céline SITOUZE,BC-DVG,1943,
974,423,Sainte-Marie,26254,16352,9902,387,352,9163,M. James CLAIN,BC-DVD,1450,
974,423,Sainte-Marie,26254,16352,9902,387,352,9163,Mme Sandra BOISEDU,BC-DVC,810,
974,423,Sainte-Marie,26254,16352,9902,387,352,9163,M. Olivier DIFERNAND,BC-SOC,543,
974,423,Sainte-Marie,26254,16352,9902,387,352,9163,M. Richemont RAMACO,BC-DIV,232,
974,423,Sainte-Marie,26254,16352,9902,387,352,9163,Mme Belinda ADEKALOM,BC-UG,208,
974,422,Saint-Pierre-3,28009,16144,11865,486,772,10607,M. Serge Eric HOAREAU,BC-DVG,7011,
974,422,Saint-Pierre-3,28009,16144,11865,486,772,10607,Mme Yvonne BANDAMA ATIAMA,BC-DVG,3596,
974,421,Saint-Pierre-2,30737,19914,10823,894,779,9150,M. Philippe POTIN,BC-LR,5208,
974,421,Saint-Pierre-2,30737,19914,10823,894,779,9150,M. Adolphe BOYER,BC-ECO,1388,
974,421,Saint-Pierre-2,30737,19914,10823,894,779,9150,M. Imrhane MOULLAN,BC-UCG,1028,
974,421,Saint-Pierre-2,30737,19914,10823,894,779,9150,Mme Pascaline MARA,BC-DIV,812,
974,421,Saint-Pierre-2,30737,19914,10823,894,779,9150,M. Mourad AMADI,BC-DVG,714,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. Jean François NATIVEL,BC-DIV,1623,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. Alexis POININ-COULIN,BC-DVG,1536,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,Mme Géraldine BIMA,BC-DVD,1245,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. Guylain MOUTAMA-CHEDIAPIN,BC-DVG,709,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. David SINIMALE,BC-DVD,499,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. Christian FÉLICITÉ,BC-DVG,456,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. David BICLAIRE,BC-DIV,382,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,Mme Marie Claude MOUTAMA,BC-DIV,377,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,Mme Windy BICLAIRE,BC-DIV,370,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. Jean Eric CAMIAN,BC-DIV,333,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,Mme Nicole CADARSI,BC-COM,318,
974,420,Saint-Pierre-1,25055,15972,9083,590,729,7764,Mme Thérèse FERDE,BC-LR,4069,
974,420,Saint-Pierre-1,25055,15972,9083,590,729,7764,M. Stéphane ALBORA,BC-ECO,1542,
974,420,Saint-Pierre-1,25055,15972,9083,590,729,7764,Mme Christiane BAFINAL,BC-DVG,1241,
974,420,Saint-Pierre-1,25055,15972,9083,590,729,7764,M. Sharif BEMAT,BC-DVC,912,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. André FOUREL,BC-RN,272,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,Mme Irène FROUIN,BC-DIV,224,
974,419,Saint-Paul-3,29199,19445,9754,723,611,8420,M. Dorian ALEXANDRE,BC-DIV,76,
974,418,Saint-Paul-2,28177,19641,8536,552,480,7504,Mme Pascaline CHÉREAU NÉMAZINE,BC-DVG,3204,
974,418,Saint-Paul-2,28177,19641,8536,552,480,7504,M. Aurélien CENTON,BC-DIV,2722,
974,418,Saint-Paul-2,28177,19641,8536,552,480,7504,Mme Dany MARTIN,BC-DVD,719,
974,418,Saint-Paul-2,28177,19641,8536,552,480,7504,Mme Ivana GADOR-ALTHIERY,BC-COM,430,
974,418,Saint-Paul-2,28177,19641,8536,552,480,7504,M. Richelain CATHERINE,BC-DIV,429,
974,417,Saint-Paul-1,26697,16526,10171,424,393,9354,M. Cyrille MELCHIOR,BC-UD,5967,
974,417,Saint-Paul-1,26697,16526,10171,424,393,9354,Mme Céline CHAROLAIS,BC-UG,2588,
974,417,Saint-Paul-1,26697,16526,10171,424,393,9354,M. Johnathan BIMA,BC-COM,476,
974,417,Saint-Paul-1,26697,16526,10171,424,393,9354,Mme Aude CAZANOVE,BC-DVD,323,
974,416,Saint-Louis-2,29093,19370,9723,312,481,8930,Mme Camille CLAIN,BC-DVD,3395,
974,416,Saint-Louis-2,29093,19370,9723,312,481,8930,Mme Yolande TECHER,BC-DVD,3084,
974,416,Saint-Louis-2,29093,19370,9723,312,481,8930,M. Patrick DORILAS,BC-DVG,2451,
974,415,Saint-Louis-1,25167,17622,7545,230,406,6909,Mme Flora AUGUSTINE ETCHEVERRY,BC-DVD,3095,
974,415,Saint-Louis-1,25167,17622,7545,230,406,6909,M. Claude HOARAU,BC-DVG,2252,
974,415,Saint-Louis-1,25167,17622,7545,230,406,6909,Mme Florelle ARIANATCHY,BC-DVD,1310,
974,415,Saint-Louis-1,25167,17622,7545,230,406,6909,Mme Marie Florence CHARITER,BC-DIV,252,
974,414,Saint-Leu,31176,20740,10436,613,657,9166,Mme Brigitte ABSYTE,BC-DVC,5540,
974,414,Saint-Leu,31176,20740,10436,613,657,9166,M. Karim JUHOOR,BC-DIV,2220,
974,414,Saint-Leu,31176,20740,10436,613,657,9166,M. Claude ETALE,BC-DVG,1406,
974,413,Saint-Joseph,23124,12370,10754,358,599,9797,Mme Inelda LEVENEUR-BAUSSILLON,BC-DVG,7601,
974,413,Saint-Joseph,23124,12370,10754,358,599,9797,M. Dominique LAW-LEE,BC-DIV,2196,
974,412,Saint-Denis-4,25929,16558,9371,584,381,8406,Mme Audrey BÉLIM,BC-SOC,3247,
974,412,Saint-Denis-4,25929,16558,9371,584,381,8406,M. Laurent GROSSET,BC-DVG,1681,
974,412,Saint-Denis-4,25929,16558,9371,584,381,8406,Mme Patricia RAMASSAMY,BC-ECO,1350,
